Q_no,Chakra_Name_kn,Chakra_Name_te,Chakra_Name_en,Chakra_Name_sa,karaka_no,karaka_name_kn,karaka_name_te,karaka_name_en,karaka_name_sa,chakra_result_kn,chakra_result_te,chakra_result_en,chakra_result_sa
7,ದೇವೇಷ್ಟ ಪರೀಕ್ಷಾ ಚಕ್ರ,దేవేష్ట పరీక్షా చక్రం  ,Deity Worship Examination Chakra  ,देवेष्ट परीक्षा चक्रम्  ,4,ಗಣೇಷ,గణేష,Ganesha,गणेष,ನೀನು ಸುವರ್ಣಾದಿ ಲೋಹನಿರ್ಮಿತವಾದ ಭಗವಂತನ ವಿಗ್ರಹವನ್ನು ಆರಧಿಸಲಿಚ್ಚಿಸುತಿದ್ದಿಯ,నీవు లోహ విగ్రహాన్ని ఆరాధించాలని కోరుకుంటున్నావు.,You wish to worship metal idols.,धातुविग्रहपूजां कर्तुम् इच्छसि।
7,ದೇವೇಷ್ಟ ಪರೀಕ್ಷಾ ಚಕ್ರ,దేవేష్ట పరీక్షా చక్రం  ,Deity Worship Examination Chakra  ,देवेष्ट परीक्षा चक्रम्  ,3,ಕಾರ್ತಿಕೇಯ,కార్తికేయ,Karthikeya,कार्तिकेय,ನೀನು ಶಕ್ತಿಯ ಪೂಜೆಯನ್ನು ಮಾಡು. ಶುಭಫಲವನ್ನು ಹೊಂದುತ್ತಿಯ,నీవు శక్తి పూజ చేయు. శుభ ఫలితాలు పొందుతావు.,Perform Shakti worship. You will receive good results.,शक्तिपूजां कुरु। शुभफलम् लभ्यते।
7,ದೇವೇಷ್ಟ ಪರೀಕ್ಷಾ ಚಕ್ರ,దేవేష్ట పరీక్షా చక్రం  ,Deity Worship Examination Chakra  ,देवेष्ट परीक्षा चक्रम्  ,2,ಗರುಡ,గరుడ,Garuda,गरुड,ನೀನು ಸುವರ್ಣ ಮುಂತಾದ ಲೋಹಗಳಿಂದ ಮಾಡಿದ ವಿಗ್ರಹಗಲನ್ನು ಪೂಜಿಸು. ಸತ್ಫಲಿತಗಳು ಬರುವುದು,నీవు లోహ విగ్రహాలను పూజించు. మంచి ఫలితాలు పొందుతావు.,Worship metal idols. You will obtain positive outcomes.,धातुविग्रहपूजा कुरु। शुभफलम् लभ्यते।
8,ಸಾಹಿತ್ಯ ಪರೀಕ್ಷಾ ಚಕ್ರ,సాహిత్య పరీక్షా చక్రం  ,Literature Examination Chakra  ,साहित्य परीक्षा चक्रम्  ,8,ಬಲರಾಮ,బలరాముడు,Balarama,बलराम,ಸಾಹಿಸ್ತ್ಯ ಸಂಭಂದ ಪಟ್ಟ ಪುಸ್ತಕಗಳನ್ನು ಬರಿಯುವುದು ಉತ್ತಮ,సాహిత్య సంబంధ గ్రంథాలను రచించు. శుభం కలుగుతుంది.,Write literature-related works. It will be beneficial.,साहित्यलेखनं कुरु। शुभं भवेत्।
8,ಸಾಹಿತ್ಯ ಪರೀಕ್ಷಾ ಚಕ್ರ,సాహిత్య పరీక్షా చక్రం  ,Literature Examination Chakra  ,साहित्य परीक्षा चक्रम्  ,7,ಶ್ರೀಕೃಷ್ಣ,శ్రీకృష్ణ,Lord Krishna,श्रीकृष्ण,ಸಾಹಿತ್ಯವನ್ನುಮಾಡು. ಅದು ಮಿತ್ರಸ್ಥಾನದಲ್ಲಿದೆ. ಚಿಂತಿಸಬೇಡ,సాహిత్యం చేయు. అది మిత్ర స్థితిలో ఉంది. చింతించవద్దు.,Engage in literature. It is in a friendly position. Do not worry.,साहित्यसेवा कुरु। मित्रस्थानम् अस्ति। मा चिन्तय।
8,ಸಾಹಿತ್ಯ ಪರೀಕ್ಷಾ ಚಕ್ರ,సాహిత్య పరీక్షా చక్రం  ,Literature Examination Chakra  ,साहित्य परीक्षा चक्रम्  ,10,ಆನಿರುದ್ದ,అనిరుద్ద,Anirudda,आनिरुद्द,ನಿನಗೆ ಮರಣ ಸಮಯವು ಹತ್ತರದಲ್ಲಿದೆ.,నీ మృత్యు సమయం సమీపంలో ఉంది.,The time of death is near.,मरणकालः समीपः।
8,ಸಾಹಿತ್ಯ ಪರೀಕ್ಷಾ ಚಕ್ರ,సాహిత్య పరీక్షా చక్రం  ,Literature Examination Chakra  ,साहित्य परीक्षा चक्रम्  ,9,ಪ್ರಧ್ಯುಮ್ನ,ప్రద్యుమ్న,Pradyumna,प्रध्युम्न,ನಿನ್ನ ಸಾಹಿತ್ಯವು ಚೆನ್ನಾಗಿದೆ. ಮುಂದುವರಿಸು. ಜಯವಾಗುತ್ತದೆ,నీ సాహిత్యం మంచిది. కొనసాగించు. విజయం పొందుతావు.,Your literary work is good. Continue. You will succeed.,तव साहित्यं उत्तमम्। अनुवर्तस्व। जयः भवेत्।
8,ಸಾಹಿತ್ಯ ಪರೀಕ್ಷಾ ಚಕ್ರ,సాహిత్య పరీక్షా చక్రం  ,Literature Examination Chakra  ,साहित्य परीक्षा चक्रम्  ,2,ಕಾಮದೇವ,కామదేవ,Kamadeva,कामदेव,ನೀನು ಸಾಹಿತ್ಯಸೇವೆ ಮಾದುವುದರಲ್ಲಿ ಆಲಸ್ಯವಾಗುವುದು,నీవు సాహిత్య సేవలో ఆలస్యం చేస్తున్నావు.,You are delaying your literary efforts.,साहित्यसेवायां विलम्बः भवति।
8,ಸಾಹಿತ್ಯ ಪರೀಕ್ಷಾ ಚಕ್ರ,సాహిత్య పరీక్షా చక్రం  ,Literature Examination Chakra  ,साहित्य परीक्षा चक्रम्  ,1,ಸಾಂಬ,సాంబ,Samba,सांब,ನೀನು ಸಾಹಿತ್ಯಸೇವೆ ಮಾಡು. ,నీవు సాహిత్య సేవ చేయు.,Engage in literary service.,साहित्यसेवा कुरु।
8,ಸಾಹಿತ್ಯ ಪರೀಕ್ಷಾ ಚಕ್ರ,సాహిత్య పరీక్షా చక్రం  ,Literature Examination Chakra  ,साहित्य परीक्षा चक्रम्  ,4,ಮಹಾದೇವ,మహాదేవ,Mahadeva,महादेव,ನೀನು ಶೀಘ್ರದಲ್ಲಿ ಸ್ಾಹಿತ್ಯ ಸೇವೆಯನ್ನ್ಹು ಮಾಡು. ರಾಜಯೋಗವಿದೆ,నీవు త్వరలో సాహిత్య సేవ చేయు. రాజయోగం ఉంది.,Start literary work soon. There is Raja Yoga.,शीघ्रं साहित्यसेवा कुरु। राजयोगः अस्ति।
8,ಸಾಹಿತ್ಯ ಪರೀಕ್ಷಾ ಚಕ್ರ,సాహిత్య పరీక్షా చక్రం  ,Literature Examination Chakra  ,साहित्य परीक्षा चक्रम्  ,6,ಗಣೇಷ,గణేష,Ganesha,गणेष,ನಿನಗೆ ಸ್ವಲ್ಫ ಹಣವು ಸಿಗುವುದು ಆದರೇ ತುಂಬಾ ಆಲಸ್ಯವಾಗುವುದು,నీవు కొంత ధనం పొందుతావు కానీ ఆలస్యంగా.,You will gain some money; but with delay.,स्वल्पधनलाभः भवेत्। विलम्बेन।
8,ಸಾಹಿತ್ಯ ಪರೀಕ್ಷಾ ಚಕ್ರ,సాహిత్య పరీక్షా చక్రం  ,Literature Examination Chakra  ,साहित्य परीक्षा चक्रम्  ,5,ಕಾರ್ತಿಕೇಯ,కార్తికేయ,Karthikeya,कार्तिकेय,ಸಾಹಿತ್ಯಸೇವೆ ಮಾಡುವ ಸೇವ ಮುಗದಿದೆ. ಈಗ ಲಾಭವಿಲ್ಲ,సాహిత్య సేవ పూర్తి కాలేదు. ప్రస్తుతం లాభం లేదు.,Literary efforts are incomplete. No gain now.,साहित्यसेवा अपूर्णा। अधुना लाभः नास्ति।
8,ಸಾಹಿತ್ಯ ಪರೀಕ್ಷಾ ಚಕ್ರ,సాహిత్య పరీక్షా చక్రం  ,Literature Examination Chakra  ,साहित्य परीक्षा चक्रम्  ,3,ಗರುಡ,గరుడ,Garuda,गरुड,ಈ ಸ್ಥಳದಲ್ಲಿ ವಾಸಮಾಡಿದರೇ ಪೀಡೆ ಉಂಟಾಗುವುದು,ఈ స్థలంలో నివసిస్తే కష్టం కలుగుతుంది.,If you stay in this place; difficulties will arise.,अत्र वासः दुःखकरः भवेत्।
9,ಮಂತ್ರಿ ಪರೀಕ್ಷಾ ಚಕ್ರ,వాస నిరూపణ పరీక్షా చక్రం  ,Residence Determination Examination Chakra  ,वासनिरूपण परीक्षा चक्रम्  ,9,ಬಲರಾಮ,బలరాముడు,Balarama,बलराम,ನೀನು ಈ ಸ್ಥಳದಿಂದ ಶೀಘ್ರದಲ್ಲಿ ಹೋಗುತ್ತಿಯ,నీవు ఈ స్థలం నుండి త్వరలో వెళ్లిపోతావు.,You will soon leave this place.,त्वं अत्रात् शीघ्रं गमिष्यसि।
9,ವಾಸನಿರೂಪಣ ಪರೀಕ್ಷಾ ಚಕ್ರ,వాస నిరూపణ పరీక్షా చక్రం  ,Residence Determination Examination Chakra  ,वासनिरूपण परीक्षा चक्रम्  ,8,ಶ್ರೀಕೃಷ್ಣ,శ్రీకృష్ణ,Lord Krishna,श्रीकृष्ण,ನೀನು ವಾಸಮಾಡು. ಅದು ಮಿತ್ರ ಸ್ಥಾನ. ವಾದಗಳಿಗೆ ಇಳಿಬೇಡ,నీవు ఇక్కడ నివసించు. ఇది మిత్ర స్థానం. వివాదాలకు దిగవద్దు.,Stay here. It is a friendly place. Avoid conflicts.,अत्र वस। मित्रस्थानम्। विवादं मा कुरु।
9,ವಾಸನಿರೂಪಣ ಪರೀಕ್ಷಾ ಚಕ್ರ,వాస నిరూపణ పరీక్షా చక్రం  ,Residence Determination Examination Chakra  ,वासनिरूपण परीक्षा चक्रम्  ,1,ಆನಿರುದ್ದ,అనిరుద్ద,Anirudda,आनिरुद्द,ಈ ಮನೆಯಲ್ಲಿ ವಾಸಮಾಡುವುದರಿಮ್ದ ಬಹಳಾ ಲಾಭಗಳು ಉಂಟಾಗುತ್ತದೆ,ఈ ఇంట్లో నివసిస్తే మంచి లాభాలు పొందుతావు.,Living in this house will bring many benefits.,अस्मिन् गृहे वासात् लाभाः भवन्ति।
9,ವಾಸನಿರೂಪಣ ಪರೀಕ್ಷಾ ಚಕ್ರ,వాస నిరూపణ పరీక్షా చక్రం  ,Residence Determination Examination Chakra  ,वासनिरूपण परीक्षा चक्रम्  ,3,ಕಾಮದೇವ,కామదేవ,Kamadeva,कामदेव,ನೀನು ಆ ಸ್ಥಳದಲ್ಲಿ ನಿವಾಸಮಾಡುವುದಕ್ಕೆ ಇಚ್ಚಿಸುತ್ತಿದ್ದಿ. ಹಾಗೆ ಮಾಡುವುದರಿಂದ ಶುಭವಾಗುವುದು,నీవు ఆ స్థలంలో నివసించాలని కోరుకుంటున్నావు. అలా చేస్తే శుభం.,You wish to stay in that place. It will be auspicious.,अस्मिन् स्थाने वासं कर्तुम् इच्छसि। शुभं भवेत्।
9,ವಾಸನಿರೂಪಣ ಪರೀಕ್ಷಾ ಚಕ್ರ,వాస నిరూపణ పరీక్షా చక్రం  ,Residence Determination Examination Chakra  ,वासनिरूपण परीक्षा चक्रम्  ,2,ಸಾಂಬ,సాంబ,Samba,सांब,ನೀನು ಆ ಸ್ಥಳದಲ್ಲೇ ವಾಸಮಾಡು. ಶೀಘ್ರದಲ್ಲಿಹೋಗು,నీవు ఆ స్థలంలోనే నివసించు. త్వరలో వెళ్లిపోవచ్చు.,Stay in that place. You may leave soon.,अत्र वस। पश्चात् गन्तुम् शक्यते।
9,ವಾಸನಿರೂಪಣ ಪರೀಕ್ಷಾ ಚಕ್ರ,వాస నిరూపణ పరీక్షా చక్రం  ,Residence Determination Examination Chakra  ,वासनिरूपण परीक्षा चक्रम्  ,6,ಮಹಾದೇವ,మహాదేవ,Mahadeva,महादेव,ಈ ಸ್ಥಳದಲ್ಲಿ ನೀನು ವಾಸ ಮಾಡು. ರಾಜಯೋಗವಾಗುತ್ತದೆ,ఈ స్థలంలో నివసించు. రాజయోగం కలుగుతుంది.,Stay here. It will bring Raja Yoga.,अत्र वस। राजयोगः भवेत्।
9,ವಾಸನಿರೂಪಣ ಪರೀಕ್ಷಾ ಚಕ್ರ,వాస నిరూపణ పరీక్షా చక్రం  ,Residence Determination Examination Chakra  ,वासनिरूपण परीक्षा चक्रम्  ,5,ಗಣೇಷ,గణేష,Ganesha,गणेष,ನೀನು ಈ ಸ್ಥಾನದಲ್ಲಿದ್ದಲ್ಲಿ ಹೆಚ್ಚಿನ ಕಷ್ಟವನ್ನು ಹೊಂದುತ್ತಿಯ,ఈ స్థలంలో ఉంటే ఎక్కువ కష్టాలు ఎదురవుతాయి.,If you stay here; you will face many hardships.,अत्र स्थित्वा क्लेशाः भवन्ति।
9,ವಾಸನಿರೂಪಣ ಪರೀಕ್ಷಾ ಚಕ್ರ,వాస నిరూపణ పరీక్షా చక్రం  ,Residence Determination Examination Chakra  ,वासनिरूपण परीक्षा चक्रम्  ,7,ಕಾರ್ತಿಕೇಯ,కార్తికేయ,Karthikeya,कार्तिकेय,ಈ ಸ್ಥಳದಲ್ಲೇ ವಾಸಮಾಡು. ನಿನಗೆ ನಿಶ್ಚಿತವಾಗಿ ಶುಭವಾಗುವುದು,ఈ స్థలంలో నివసించు. ఖచ్చితంగా శుభం కలుగుతుంది.,Stay here. It will certainly bring good results.,अत्र वस। निश्चितं शुभं भवेत्।
9,ವಾಸನಿರೂಪಣ ಪರೀಕ್ಷಾ ಚಕ್ರ,వాస నిరూపణ పరీక్షా చక్రం  ,Residence Determination Examination Chakra  ,वासनिरूपण परीक्षा चक्रम्  ,4,ಗರುಡ,గరుడ,Garuda,गरुड,ನೀನು ಹಣದ ಬಗ್ಗೆ ಆಲೋಚನೆ ಮಾಡುತ್ತಿದ್ದಿಯ. ಆದರೇ ಅದು ನಿನಗೆ ಪ್ರಾಪ್ತಿಸುವುದಿಲ್ಲ,నీవు ధనం గురించి ఆలోచిస్తున్నావు. కానీ అది లభించదు.,You are thinking about money; but it will not come.,धनचिन्ता अस्ति। न लभ्यते।
10,ಮಂತ್ರಿ ಪರೀಕ್ಷಾ ಚಕ್ರ,మంత్రి పరీక్షా చక్రం  ,Ministership Examination Chakra  ,मन्त्रि परीक्षा चक्रम्  ,10,ಪ್ರಧ್ಯುಮ್ನ,ప్రద్యుమ్న,Pradyumna,प्रध्युम्न,ಈ ಸ್ಥಳದಲ್ಲಿ ವಾಸಮಾಡುವುದರಿಂದ ನೀನು ರಾಜರ ಸಮಾನವಾಗಿರುತ್ತಿಯ,ఈ స్థలంలో నివసిస్తే రాజులాంటి స్థితి పొందుతావు.,If you stay here; you will live like a king.,अत्र वसन् राजवत् जीवनं भवेत्।
10,ಮಂತ್ರಿ ಪರೀಕ್ಷಾ ಚಕ್ರ,మంత్రి పరీక్షా చక్రం  ,Ministership Examination Chakra  ,मन्त्रि परीक्षा चक्रम्  ,7,ಅರ್ಜುನ್ಜ,అర్జున,Arjunja,अर्जुन्ज,ನೀನು ಈಗಲೆ ಮಂತ್ರವನ್ನು ಪಠಿಸು. ಅದರಿಂದ ವೊಳ್ಳೆಯದಾಗುತ್ತದೆ,నీవు ఇప్పుడు మంత్రం జపించు. శుభం జరుగుతుంది.,Chant the mantra now. It will bring good results.,मन्त्रं जप। शुभं भवेत्।
10,ಮಂತ್ರಿ ಪರೀಕ್ಷಾ ಚಕ್ರ,మంత్రి పరీక్షా చక్రం  ,Ministership Examination Chakra  ,मन्त्रि परीक्षा चक्रम्  ,1,ಯುದಿಷ್ಟಿರ,యుదిష్టిర,Yudishthira,युदिष्टिर,ನೀನು ಮಂತ್ರಿಯಾಗೆ ಕೆಲಸಮಾಡಬೇಡ.ಅವನು ಶತ್ರು; ಕಪಟಬುದ್ದಿಯಿಂದ ಇದ್ದಾನೆ,నీవు మంత్రి పని చేయవద్దు. అతను శత్రువు; కపటుడు.,Do not serve as a minister. He is deceitful and an enemy.,मन्त्रिपदं मा कुरु। सः शत्रुः कपटी च।
10,ಮಂತ್ರಿ ಪರೀಕ್ಷಾ ಚಕ್ರ,మంత్రి పరీక్షా చక్రం  ,Ministership Examination Chakra  ,मन्त्रि परीक्षा चक्रम्  ,9,ನಕುಲ,నకుల,Nakula,नकुल,ನೀನು ಮಂತ್ರಿತ್ವವನ್ನು ಮಾಡು; ಶೀಘ್ರದಲ್ಲಿ ಆ ಕೆಲಸ ಆಗಬಲ್ಲದು. ಲಾಭವು ಪಡೆಯುತ್ತಿಯ,నీవు మంత్రి పని చేయు. త్వరలో ఫలితం వస్తుంది. లాభం పొందుతావు.,Take up ministerial work. It will succeed soon. You will gain.,मन्त्रिपदं कुरु। शीघ्रं सिद्धिः भवेत्। लाभः।
10,ಮಂತ್ರಿ ಪರೀಕ್ಷಾ ಚಕ್ರ,మంత్రి పరీక్షా చక్రం  ,Ministership Examination Chakra  ,मन्त्रि परीक्षा चक्रम्  ,4,ದುರ್ಯೋದನ,దుర్యోదన,Duryodhana,दुर्योदन,ನೀನು ಆ ಮಂತ್ರಿತ್ವವನ್ನು ಮಾಡು. ಅಧಿಕವಾಗಿ ಬೋಧಕನಾಗಿ ಆಗುತ್ತಿಯ,నీవు మంత్రి పని చేయు. ఉపదేశకుడిగా అవుతావు.,Do ministerial work. You will become a guide/teacher.,मन्त्रिपदं कुरु। उपदेशकः भवसि।
10,ಮಂತ್ರಿ ಪರೀಕ್ಷಾ ಚಕ್ರ,మంత్రి పరీక్షా చక్రం  ,Ministership Examination Chakra  ,मन्त्रि परीक्षा चक्रम्  ,10,ಭೀಮಸೇನ,భీమసేన,Bhimasena,भीमसेन,ನೀನು ಇವನಿಗಾಗಿ ಮಂತ್ರಿತ್ವವನ್ನು ಮಾಡಿದರೆ ವೊಳ್ಳೆಯದಾಗುವುದು,నీవు అతని కోసం పని చేస్తే శుభం.,If you work for him; it will be beneficial.,तस्य कृते कार्यं कुरु। शुभं भवेत्।
10,ಮಂತ್ರಿ ಪರೀಕ್ಷಾ ಚಕ್ರ,మంత్రి పరీక్షా చక్రం  ,Ministership Examination Chakra  ,मन्त्रि परीक्षा चक्रम्  ,8,ಸಹದೇವ,స హదేవ,S Hadeva,सहदेव,ನೀನು ಆತನ ಜೊತೆ ಯಾವತರದ ವಿವಾದವನ್ನು ಇಟ್ಟುಕೊಳ್ಳಬೇಡ,నీవు అతనితో వివాదం పెట్టుకోకూడదు.,Do not enter into disputes with him.,तस्य सह विवादं मा कुरु।
10,ಮಂತ್ರಿ ಪರೀಕ್ಷಾ ಚಕ್ರ,మంత్రి పరీక్షా చక్రం  ,Ministership Examination Chakra  ,मन्त्रि परीक्षा चक्रम्  ,6,ಭೀಷ್ಮ,భీష్మ,Bhishma,भीष्म,ನೀನು ಅವನ ಜೊತೆ ಸ್ನೇಹವನ್ನು ಮಾಡು. ಅವನು ತುಂಬಾ ಬುದ್ದಿವಂತ,నీవు అతనితో స్నేహం చేయు. అతను బుద్ధిమంతుడు.,Make friendship with him. He is intelligent.,तस्य सह मैत्रीं कुरु। सः बुद्धिमान्।
10,ಮಂತ್ರಿ ಪರೀಕ್ಷಾ ಚಕ್ರ,మంత్రి పరీక్షా చక్రం  ,Ministership Examination Chakra  ,मन्त्रि परीक्षा चक्रम्  ,5,ದುಶ್ಶಾಸನ,దుశ్శాసన,blasphemy,दुश्शासन,ನೀನು ಸ್ನೇಹವನ್ನು ಮಾಡು. ಅವನು ಬುದ್ದಿವಂತನಿದ್ದಾನೆ. ವೊಳ್ಳೆಯದಾಗುವುದು,నీవు స్నేహం చేయు. అతను తెలివైనవాడు. శుభం జరుగుతుంది.,Make friendship. He is wise. It will be good.,मैत्रीं कुरु। शुभं भवेत्।
10,ಮಂತ್ರಿ ಪರೀಕ್ಷಾ ಚಕ್ರ,మంత్రి పరీక్షా చక్రం  ,Ministership Examination Chakra  ,मन्त्रि परीक्षा चक्रम्  ,2,ಅಹಿವರ,అహివర,Ahivara,अहिवर,ಈ ಮಂತ್ರಿ ತುಂಬಾ ಬುದ್ಧಿಯಿರುವವನು. ಇವನಿಂದ ಕಾರ್ಯವಾಗುವುದಿಲ್ಲ,ఈ మంత్రి బుద్ధిమంతుడు. కానీ అతనితో పని జరగదు.,This minister is intelligent; but work will not be accomplished through him.,अयं मन्त्री बुद्धिमान्। तेन कार्यं न सिद्ध्यति।
11,ಧನಚಿಂತಾ ಪರೀಕ್ಷಾ ಚಕ್ರ,ధనచింత పరీక్షా చక్రం  ,Wealth Concern Examination Chakra  ,धनचिन्ता परीक्षा चक्रम्  ,6,ಬಲರಾಮ,బలరాముడు,Balarama,बलराम,ನೀನು ಶೀಘ್ರದಲ್ಲಿ ಸ್ವಲ್ಫ ಧನವನ್ನು ಪಡೆಯುತ್ತಿಯ.,నీవు త్వరలో కొంత ధనం పొందుతావు.,You will soon receive some money.,स्वल्पधनलाभः शीघ्रं भवेत्।
11,ಧನಚಿಂತಾ ಪರೀಕ್ಷಾ ಚಕ್ರ,ధనచింత పరీక్షా చక్రం  ,Wealth Concern Examination Chakra  ,धनचिन्ता परीक्षा चक्रम्  ,9,ಶ್ರೀಕೃಷ್ಣ,శ్రీకృష్ణ,Lord Krishna,श्रीकृष्ण,ಯಾವುದಾದರು ಒಂದು ಪ್ರಾಣಿಯಿಂದ ಸ್ವಲ್ಫ ಧನವನ್ನು ಪಡೆಯುತ್ತಿಯ. ಆದರೆ ವಿಲಂಬವಾಗುವುದು,ఏదో జీవి ద్వారా కొంత ధనం పొందుతావు. కానీ ఆలస్యంగా.,You will receive some money through a living being; but with delay.,कस्यचित् प्राणिनः माध्यमेन स्वल्पधनलाभः भवेत्। विलम्बेन।
11,ಧನಚಿಂತಾ ಪರೀಕ್ಷಾ ಚಕ್ರ,ధనచింత పరీక్షా చక్రం  ,Wealth Concern Examination Chakra  ,धनचिन्ता परीक्षा चक्रम्  ,2,ಆನಿರುದ್ದ,అనిరుద్ద,Anirudda,आनिरुद्द,ನೀನು ಸ್ವಲ್ಫ ಧನವನ್ನು ಪಡೆಯುತ್ತಿಯ. ಆದರೆ ವಿಲಂಭವಾಗುವುದು,నీవు కొంత ధనం పొందుతావు. కానీ ఆలస్యంగా వస్తుంది.,You will receive some money; but it will be delayed.,स्वल्पधनलाभः भवेत्। किन्तु विलम्बेन।
11,ಧನಚಿಂತಾ ಪರೀಕ್ಷಾ ಚಕ್ರ,ధనచింత పరీక్షా చక్రం  ,Wealth Concern Examination Chakra  ,धनचिन्ता परीक्षा चक्रम्  ,1,ಪ್ರಧ್ಯುಮ್ನ,ప్రద్యుమ్న,Pradyumna,प्रध्युम्न,ನೀನು ಮೂಲಧನವನ್ನು ಇಟ್ಟು ವ್ಯಾಪಾರ ಮಾಡಿದರೆ ಶೀಘ್ರದಲ್ಲಿ ಧನಲಾಭವಾಗುತ್ತದೆ,నీవు మూలధనంతో వ్యాపారం చేస్తే త్వరలో ధనలాభం కలుగుతుంది.,If you do business with capital; you will gain money soon.,मूलधनेन व्यापारं कुर्याः चेत् शीघ्रं धनलाभः भवेत्।
11,ಧನಚಿಂತಾ ಪರೀಕ್ಷಾ ಚಕ್ರ,ధనచింత పరీక్షా చక్రం  ,Wealth Concern Examination Chakra  ,धनचिन्ता परीक्षा चक्रम्  ,4,ಕಾಮದೇವ,కామదేవ,Kamadeva,कामदेव,ನೀನು ಧಾತು ವ್ಯಾಪರವನ್ನು ಮಾಡಿ ಸ್ವಲ್ಫ ಸಂಪಾದನೆಮಾಡಿದ್ದಿ.,నీవు లోహ సంబంధ వ్యాపారం చేసి కొంత సంపాదించావు.,You have earned a small amount through metal-related trade.,त्वं धातुव्यापारेण स्वल्पं धनं प्राप्तवान्।
11,ಧನಚಿಂತಾ ಪರೀಕ್ಷಾ ಚಕ್ರ,ధనచింత పరీక్షా చక్రం  ,Wealth Concern Examination Chakra  ,धनचिन्ता परीक्षा चक्रम्  ,10,ಸಾಂಬ,సాంబ,Samba,सांब,ನಿನಿರುವ ನಗರದಿಂದ ಆಗ್ನೇಯದಿಕ್ಕಿನಲ್ಲಿ ಹೋಗು; ಧನವು ಪ್ರಾಪ್ತಿಸುತ್ತದೆ.,నీవున్న నగరానికి ఆగ్నేయ దిశలో వెళ్లితే ధనం లభిస్తుంది.,If you go towards the southeast from your city; you will obtain wealth.,स्वनगरात् आग्नेयदिशि गच्छ। धनप्राप्तिः भवेत्।
11,ಧನಚಿಂತಾ ಪರೀಕ್ಷಾ ಚಕ್ರ,ధనచింత పరీక్షా చక్రం  ,Wealth Concern Examination Chakra  ,धनचिन्ता परीक्षा चक्रम्  ,3,ಮಹಾದೇವ,మహాదేవ,Mahadeva,महादेव,ನೀನು ಮಿತ್ರರಿಂದಲು ಮತ್ತು ಬ್ರಾಹ್ಮಣರಿಂದ ಸ್ವಲ್ಫ ಧನವನ್ನು ಪಡೆಯುತ್ತಿಯ,నీవు మిత్రులు మరియు బ్రాహ్మణుల ద్వారా కొంత ధనం పొందుతావు.,You will receive some money from friends and Brahmins.,मित्रेभ्यः ब्राह्मणेभ्यश्च स्वल्पधनलाभः भवेत्।
11,ಧನಚಿಂತಾ ಪರೀಕ್ಷಾ ಚಕ್ರ,ధనచింత పరీక్షా చక్రం  ,Wealth Concern Examination Chakra  ,धनचिन्ता परीक्षा चक्रम्  ,7,ಗಣೇಷ,గణేష,Ganesha,गणेष,ಸಾಹಿತ್ಯ ಸೇವೆ ಮಾಡುವುದರಲ್ಲಿ ಲಾಭವು ಕಾಣಿಸುವುದಿಲ್ಲ,సాహిత్య సేవలో లాభం కనిపించడం లేదు.,There is no visible gain in literary efforts.,साहित्यसेवायां लाभः न दृश्यते।
11,ಧನಚಿಂತಾ ಪರೀಕ್ಷಾ ಚಕ್ರ,ధనచింత పరీక్షా చక్రం  ,Wealth Concern Examination Chakra  ,धनचिन्ता परीक्षा चक्रम्  ,8,ಕಾರ್ತಿಕೇಯ,కార్తికేయ,Karthikeya,कार्तिकेय,ನಿನಗೆ ಹಣವು ಲಭಿಸುತ್ತದೆ. ಮತ್ತಿಷ್ಟು ಸಿಗುತ್ತದೆ,నీకు ధనం లభిస్తుంది. మరింత కూడా లభిస్తుంది.,You will receive money; and even more will come.,धनलाभः भवेत्। अधिकं अपि लभ्यते।
11,ಧನಚಿಂತಾ ಪರೀಕ್ಷಾ ಚಕ್ರ,ధనచింత పరీక్షా చక్రం  ,Wealth Concern Examination Chakra  ,धनचिन्ता परीक्षा चक्रम्  ,5,ಗರುಡ,గరుడ,Garuda,गरुड,ನೀನು ಧಾತು ಚಿಂತೆಯು; ಮತ್ತ್ಯ್ ಭವಿಷ್ಯತ್ಕರ್ಮಗಳ ಬಗ್ಗೆ ಆಲೋಚನೆಮಾಡುತ್ತಿದ್ದಿ. ಅದು ಬಹು ಆಲಸ್ಯವಾಗುತ್ತದೆ,నీవు లోహ వ్యాపారం మరియు భవిష్యత్తు కార్యాల గురించి ఆలోచిస్తున్నావు. అది చాలా ఆలస్యంగా ఫలిస్తుంది.,You are thinking about metal trade and future actions. It will take much time to yield results.,धातुव्यापारं भविष्यात्कर्म च चिन्तयसि। विलम्बेन फलम्।
